mySQLProjectId	ownerLogin/projName	#ofCommunityMembers	issueId	assigneeSOId	assigneeGHLogin	assigneeGHMySQLId	assigneeGHMongoDBId	aR0:random	aR1:wRandom	aR2:zeroR	aR3:wR+Recency	aR4:Recency+zScore	aR5:tuning(0.0001)	aR6:tuning(0.001)	aR7:tuning(0.002)	aR8:tuning(0.003)	aR9:tuning(0.005)	aR10:tuning(0.007)	aR11:tuning(0.01)	aR12:tuning(0.05)	aR13:tuning(0.1)	aR14:tuning(0.5)	aR15:tuning(1)	aR16:tuning(5)	aR17:tuning(10)	aRR0:random	aRR1:wRandom	aRR2:zeroR	aRR3:wR+Recency	aRR4:Recency+zScore	aRR5:tunning(0.0001)	aRR6:tunning(0.001)	aRR7:tunning(0.002)	aRR8:tunning(0.003)	aRR9:tunning(0.005)	aRR10:tunning(0.007)	aRR11:tunning(0.01)	aRR12:tunning(0.05)	aRR13:tunning(0.1)	aRR14:tunning(0.5)	aRR15:tunning(1)	aRR16:tunning(5)	aRR17:tunning(10)	projectLanguage	projectDescription	issueTitle	issueLabels	issueBody
6093	JuliaLang/julia	73	3281477	2552596	ViralBShah	26598	744411	1	1	9	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	0.111111111	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	0.5	0.5	Julia	The Julia Language a fresh approach to technical computing.	libamos error running ubuntu binaries	[]	I tried compiling it first but got some errors there. Then I ran Ubuntu binaries and am getting a shared library error. julia cat etc lsb-release DISTRIB ID Ubuntu DISTRIB RELEASE 11.04 DISTRIB CODENAME natty DISTRIB DESCRIPTION Ubuntu 11.04 julia . julia libamos.so cannot open shared object file No such file or directory error during init could not load module libamos in dlopen scratch julia julia j base.j 97 at string 15 julia find grep amos - Nothing called amos in the tarball Doesn t appear in my package repo julia sudo apt-cache search amos libhdate-dev - A library that help use hebrew dates development files libhdate1 - A library that help use hebrew dates python-hdate - A library that help use hebrew dates python bindings kamoso - Tool to take pictures and videos from your webcam libhdate-perl - A library that help use hebrew dates perl bindings libhdate-php - A library that help use hebrew dates php bindings sdlbasic - BASIC interpreter for game development sdlbasic-dbg - BASIC interpreter for game development - debug symbols sdlbrt - BASIC interpreter for game development - runtime interpreter ttf-gfs-theokritos - decorative Greek font 
6093	JuliaLang/julia	73	3281853	659248	StefanKarpinski	26545	153596	3	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	0.333333333	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	Failing to get OpenBLAS	[]	Installing on Mac OS X 10.6.8. Executed make per build instructions. Make output tail as follows --15 16 54-- https github.com xianyi OpenBLAS tarball v0.1alpha2.4 openblas-v0.1alpha2.4.tar.gz Resolving github.com... 207.97.227.239 Connecting to github.com 207.97.227.239 443... connected. ERROR Certificate verification error for github.com unable to get local issuer certificate To connect to github.com insecurely use --no-check-certificate . Unable to establish SSL connection. make 1 openblas-v0.1alpha2.4.tar.gz Error 1 make julia-release Error 2 
6093	JuliaLang/julia	73	3282420	2552596	ViralBShah	26598	744411	3	2	45	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.333333333	0.5	0.022222222	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	Julia	The Julia Language a fresh approach to technical computing.	Pre-built binary fails to run on OS X Lion	[build]	Initial attempt to run after download and unpack cd Downloads tar xf julia-c4865bd18d-Darwin-i386.tar cd julia . julia dlopen libarpack 2 image not found error during init could not load module libarpack in dlopen Users viral julia j base.j 99 sys.ji 17 Attempt to run it again this time specifying DYLD LIBRARY PATH DYLD LIBRARY PATH Downloads julia lib . julia dyld Library not loaded System Library Frameworks Accelerate.framework Versions A Frameworks vecLib.framework Versions A libLAPACK.dylib Referenced from System Library Frameworks Accelerate.framework Versions A Frameworks vecLib.framework Versions A vecLib Reason Incompatible library version vecLib requires version 1.0.0 or later but libLAPACK.dylib provides version 0.0.0 Trace BPT trap 5 
6093	JuliaLang/julia	73	3282535	2552596	ViralBShah	26598	744411	1	2	33	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	0.5	0.03030303	1	1	1	1	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	Julia	The Julia Language a fresh approach to technical computing.	instructions for setting up local web-server	[doc]	This has been requested and we should have it http julialang.org blog 2012 02 why-we-created-julia #comment-443074919 
6093	JuliaLang/julia	73	3282725	2552596	ViralBShah	26598	744411	1	2	7	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	0.5	0.142857143	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	0.5	0.5	Julia	The Julia Language a fresh approach to technical computing.	DESTDIR should not include usr in it	[build]	Related to #6 sorry for possibly beating this dead horse but if you really want to use DESTDIR like Autotools --prefix you shouldn t have a usr after it. The default DESTDIR should be usr which makes it easy to install to usr local or wherever . So for example the line install -d DESTDIR usr share julia lib Should more properly be install -d DESTDIR share julia lib This way I can set DESTDIR to either usr local or usr and it still works
6093	JuliaLang/julia	73	3286055	659248	StefanKarpinski	26545	153596	3	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	0.333333333	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	Use git submodules for dependencies where possible	[build]	I think it might be a good idea to use git submodules to handle dependencies where possible. Not only would that avoid having to use wget curl but it would also enable working directly on the dependencies and pushing those changes upstream without much difficulty.
6093	JuliaLang/julia	73	3288217	659248	StefanKarpinski	26545	153596	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	map Function ASCIIString 	[feature]	 cipher key text map c - map x - x c key text Shouldn t you be able to map a string as an array of chars Let me know if this seems like something that fits within the design guidelines and I d be happy to add it.
6093	JuliaLang/julia	73	3295535	659248	StefanKarpinski	26545	153596	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	RSS feed for the julia blog	[doc]	Someone asked for an RSS feed for the julia blog. I don t think we expose one.
6093	JuliaLang/julia	73	3307356	659248	StefanKarpinski	26545	153596	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	package management system	[feature;;priority]	This is probably v 2.0 or beyond but a good system for contributing installing maintaining packages or modules libraries whatever they are called in Julia like that in R via CRAN would allow developers to contribute to the project without having to touch the core repo. Making the package system frictionless goes a long way towards growing the community. Compare R to Matlab in this regard where the Mathworks has a vested interest in selling toolboxes so community packages take a back seat. 
6093	JuliaLang/julia	73	3383840	659248	StefanKarpinski	26545	153596	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	sort by is broken	[bug]	The mutating version sort by is fine.
6093	JuliaLang/julia	73	3420351	659248	StefanKarpinski	26545	153596	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	remove git-free source install instructions	[doc]	These are broken now. See #474.
6093	JuliaLang/julia	73	3424816	659248	StefanKarpinski	26545	153596	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	in ref arrayref index out of range for 0.0 	[bug;;priority]	Typing 0.0 leads to in ref arrayref index out of range Works for Ints and non-zero values. I m using the last commit and I didn t experience this problem yesterday. 
6093	JuliaLang/julia	73	3496064	659248	StefanKarpinski	26545	153596	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	R version used for performance comparison too old	[doc]	The performance comparison shown on http julialang.org indicates that R version 2.9.0 was used. This is a 3 year old version of R. The current version is 2.14.2 https stat.ethz.ch pipermail r-announce 2012 000550.html which has a byte compiler http blog.revolutionanalytics.com 2011 08 with-byte-compiler-r-214-will-be-even-faster.html which speeds it up considerable. I believe that for a comparison to be useful at all it should use recent releases of the systems it compares. Of course a newer version of R most likely won t beat Julia either but it seems kind of pointless to include R at all in the comparison if the version that is used is so terribly outdated especially considering the recent performance improvements R has received.
6093	JuliaLang/julia	73	3501333	1380003	loladiro	26566	1291671	25	26	3	8	63	19	20	20	20	19	20	19	20	20	19	20	20	20	0.04	0.038461538	0.333333333	0.125	0.015873016	0.052631579	0.05	0.05	0.05	0.052631579	0.05	0.052631579	0.05	0.05	0.052631579	0.05	0.05	0.05	Julia	The Julia Language a fresh approach to technical computing.	WIP libuv rewrite and Windows port	[]	WARNING Do not merge yet. I opened this pull request to have a central place for review discussion. The rewrite of Julia based on libuv supporting Win Linux and OS X is getting more and more stable. I need to do some more testing but now that all major features are implemented I wanted to open up review discussion. Fire away 
6093	JuliaLang/julia	73	3542423	659248	StefanKarpinski	26545	153596	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	Describe ARGS in the documentation	[doc]	From Patrick s youtube video - describe ARGS in the documentation. 
6093	JuliaLang/julia	73	3580131	2552596	ViralBShah	26598	744411	4	2	58	4	2	2	2	2	2	2	2	2	2	2	3	3	3	3	0.25	0.5	0.017241379	0.25	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.333333333	0.333333333	0.333333333	0.333333333	Julia	The Julia Language a fresh approach to technical computing.	fftw fails to compile	[build]	When compiling a recent Julia snapshot I get this error libtool link gcc -shared -Wl --whole-archive kernel .libs libkernel.a dft .libs libdft.a dft scalar .libs libdft scalar.a dft scalar codelets .libs libdft scalar codelets.a rdft .libs librdft.a rdft scalar .libs librdft scalar.a rdft scalar r2cf .libs librdft scalar r2cf.a rdft scalar r2cb .libs librdft scalar r2cb.a rdft scalar r2r .libs librdft scalar r2r.a reodft .libs libreodft.a api .libs libapi.a simd-support .libs libsimd support.a simd-support .libs libsimd sse2 nonportable.a dft simd sse2 .libs libdft sse2 codelets.a rdft simd sse2 .libs librdft sse2 codelets.a -Wl --no-whole-archive -lm -Wl -rpath -Wl -soname -Wl libfftw3f.so.3 -o .libs libfftw3f.so.3.3.0 usr bin ld cannot find libfftw3f.so.3 No such file or directory collect2 ld returned 1 exit status make 3 libfftw3f.la Error 1 make 2 install-recursive Error 1 make 1 home JuliaLang src julia-build external root lib libfftw3f.3.so Error 2 make julia-release Error 2 Would it be possible to include a USE SYSTEM FFTW for distributions having this problem Please also see https aur.archlinux.org packages.php ID 56877
6093	JuliaLang/julia	73	3609487	659248	StefanKarpinski	26545	153596	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	RopeString and ASCIIString hashes don t match	[bug]	I think since RopeString and ASCIIString cmp for the same underlying strings evaluate to true their hashes should also be equal. If hashtable keys are created with ropestrings due to for example string concatenation during their creation they cannot be queried using normal strings. julia x HashTable HashTable julia y RopeString 1 2 12 julia x y true true julia x 12 true julia x 12 key not found 12 in ref at Users aviks dev julia jl table.jl 19 julia y 12 true julia hash y hash 12 false 
6093	JuliaLang/julia	73	3661231	659248	StefanKarpinski	26545	153596	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	rename jl to base 	[]	 
6093	JuliaLang/julia	73	3709564	659248	StefanKarpinski	26545	153596	4	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	finalize behavior of bool conversion	[feature;;decision;;breaking]	http docs.python.org dev library stdtypes.html#truth This is less important for us since nothing is automatically promoted in boolean context if but we may as well emulate Python s established behavior for the bool function. Either that or we should just get rid of it. It s not entirely clear what purpose it serves. Usually testing a specific thing is more sensible.
6093	JuliaLang/julia	73	4017431	2552596	ViralBShah	26598	744411	2	2	35	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	0.5	0.5	0.028571429	0.333333333	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.333333333	0.333333333	0.333333333	Julia	The Julia Language a fresh approach to technical computing.	reshape on ranges produces unititialized arrays	[]	From the mailing list julia reshape 1 9 3 5 3x5 Int32 Array 1 4 7 5120 40530224 2 5 8 40915760 5136 3 6 9 40915728 40915776 This should result in a mismatched dimension error. 
6093	JuliaLang/julia	73	4021234	2552596	ViralBShah	26598	744411	3	2	70	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	0.333333333	0.5	0.014285714	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.333333333	0.333333333	Julia	The Julia Language a fresh approach to technical computing.	sort segfaults	[bug;;priority]	All commits from master applied to my fork which doesn t touch sort.jl make clean make test passes I get the following. Other arrays work this one doesn t julia zz 0.2 0.2 0.2 0.2 0.2 0.4 0.3 0.2 0.2 0.1 0.2 0.2 0.1 0.1 0.2 0.4 0.4 0.3 0.3 0.3 0.2 0.4 0.2 0.5 0.2 0.2 0.4 0.2 0.2 0.2 0.2 0.4 0.1 0.2 0.2 0.2 0.2 0.1 0.2 0.2 0.3 0.3 0.2 0.6 0.4 0.3 0.2 0.2 0.2 0.2 1.4 1.5 1.5 1.3 1.5 1.3 1.6 1.0 1.3 1.4 1.0 1.5 1.0 1.4 1.3 1.4 1.5 1.0 1.5 1.1 1.8 1.3 1.5 1.2 1.3 1.4 1.4 1.7 1.5 1.0 1.1 1.0 1.2 1.6 1.5 1.6 1.5 1.3 1.3 1.3 1.2 1.4 1.2 1.0 1.3 1.2 1.3 1.3 1.1 1.3 2.5 1.9 2.1 1.8 2.2 2.1 1.7 1.8 1.8 2.5 2.0 1.9 2.1 2.0 2.4 2.3 1.8 2.2 2.3 1.5 2.3 2.0 2.0 1.8 2.1 1.8 1.8 1.8 2.1 1.6 1.9 2.0 2.2 1.5 1.4 2.3 2.4 1.8 1.8 2.1 2.4 2.3 1.9 2.3 2.5 2.3 1.9 2.0 2.3 1.8 0.2 0.2 0.2 0.2 0.2 0.4 0.3 ... 2.3 2.5 2.3 1.9 2.0 2.3 1.8 julia sort zz Segmentation fault
6093	JuliaLang/julia	73	4023732	659248	StefanKarpinski	26545	153596	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	There seems to be no UTF8-correct substring function	[]	It is hard to see from both manual and code that there is one way to extract substring and it is related to chars . Also SubString and ref do not behave identically w.r.t. UTF-8 which is surprising. Maybe there should be a standard wrapper for unicode-aware substring operation It could get a better implementation than what I use later... julia 1 2 julia SubString 1 2 julia join chars 1 2 julia 2 3 julia SubString 2 3 invalid UTF-8 character index in next at utf8.jl 35 in next at string.jl 225 in print escaped at string.jl 422 in print quoted at string.jl 437 in show at string.jl 27 in repl show at client.jl 32 
6093	JuliaLang/julia	73	4039808	105880	pao	26634	140497	9	28	18	18	40	24	23	23	23	23	24	24	24	23	24	23	23	24	0.111111111	0.035714286	0.055555556	0.055555556	0.025	0.041666667	0.043478261	0.043478261	0.043478261	0.043478261	0.041666667	0.041666667	0.041666667	0.043478261	0.041666667	0.043478261	0.043478261	0.041666667	Julia	The Julia Language a fresh approach to technical computing.	RFC Binary strings streams - composite types aka strpack.jl 	[]	Bringing this here for some more thought review. Arrays are kind of weak I don t have a good idea how to support them from existing types. I hack my way around it in the generated struct types do we need to introduce fixed-size arrays #593 Or is there another solution that isn t horrible Strings are a very weak spot. Why is read in Char different from read in Char 1 Julia julia tmp memio write tmp abcdefghijklmnopqrstuvwxyz julia seek tmp 0 read tmp Char a julia seek tmp 0 read tmp Char 2 The current struct string syntax struct string endianness element specifier endianness element specifier name size type name identifier size unsigned integer unsigned integer unsigned integer type predefined type identifier predefined type x c b B h i I l L q Q f d String examples s 3bxd s name rows cols Complex128 Usage example https gist.github.com 2333148
6093	JuliaLang/julia	73	4042177	659248	StefanKarpinski	26545	153596	4	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.25	0.5	1	0.333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	Regex unicode support	[feature;;priority]	Suppose I want regex matching with unicode utf-8 stored as UTF8String of course ... What I would like julia println match r . x z RegexMatch z What happens julia println match r . x nothing What PCRE recommends julia match Regex . PCRE UTF8 invalid regex option s in Regex at regex.jl 14 in Regex at regex.jl 22 FIX if only Regex added PCRE UTF8 to allowed flags. PCRE UTF8 around pcre.jl line 20-27 WORKAROUND for now julia match Regex UTF8 . RegexMatch julia match r UTF8 . RegexMatch Thanks to pcre library authors for supporting that..
6093	JuliaLang/julia	73	4047635	659248	StefanKarpinski	26545	153596	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	string to integer conversion with newline	[feature;;up for grabs]	In Julia passing a string that contains an integer and ends in a newline causes int to error . In other languages if the last character is a newline int doesn t complain. Example julia int 1 n n is not a valid digit in 1 n in parse int at string.jl 886 in int at string.jl 916 I think that 1 n should be valid and 1 n2 should be invalid. If there is a newline and it isn t the last character in the string then the operation is ill defined. This is how Python s int works by the way. The thinking for this behavior comes from the following use case n int readline stream It is pretty common at least for me to write parsers for simple file formats where there is a single number per line. Currently you would need to call chomp before int .
6093	JuliaLang/julia	73	4075241	1609970	carlobaldassi	317091	223753	7	16	50	36	60	38	35	33	34	42	38	39	42	37	39	37	36	41	0.142857143	0.0625	0.02	0.027777778	0.016666667	0.026315789	0.028571429	0.03030303	0.029411765	0.023809524	0.026315789	0.025641026	0.023809524	0.027027027	0.025641026	0.027027027	0.027777778	0.024390244	Julia	The Julia Language a fresh approach to technical computing.	falses 5 stopped working	[bug]	This is due to a change in 8b188a9 that affected the type signature of fill . I m not sure whether all that s necessary is to add back the two removed lines for the general case or not. In any case a regression-test should be added to test arrayops.jl too. carlobaldassi 
6093	JuliaLang/julia	73	4076542	1609970	carlobaldassi	317091	223753	2	5	27	4	3	3	3	3	3	3	3	3	3	3	3	4	5	5	0.5	0.2	0.037037037	0.25	0.333333333	0.333333333	0.333333333	0.333333333	0.333333333	0.333333333	0.333333333	0.333333333	0.333333333	0.333333333	0.333333333	0.25	0.2	0.2	Julia	The Julia Language a fresh approach to technical computing.	ambiguous methods for BitArray	[bug]	Not critical but this is pretty annoying when I run tests Warning New definition fill BitArray N Any is ambiguous with fill Any Int64... . Make sure fill BitArray N Int64... is defined first. Warning New definition BitArray N AbstractArray T N is ambiguous with AbstractArray T 2 AbstractArray S 1 . Make sure BitArray 2 AbstractArray S 1 is defined first. Warning New definition BitArray N AbstractArray T N is ambiguous with AbstractArray S 1 AbstractArray T 2 . Make sure BitArray 1 AbstractArray T 2 is defined first. Warning New definition BitArray N AbstractArray T N is ambiguous with AbstractArray T 2 AbstractArray S 2 . Make sure BitArray 2 AbstractArray S 2 is defined first. Warning New definition AbstractArray T N BitArray N is ambiguous with AbstractArray T 2 AbstractArray S 1 . Make sure AbstractArray T 2 BitArray 1 is defined first. Warning New definition AbstractArray T N BitArray N is ambiguous with AbstractArray S 1 AbstractArray T 2 . Make sure AbstractArray S 1 BitArray 2 is defined first. Warning New definition AbstractArray T N BitArray N is ambiguous with AbstractArray T 2 AbstractArray S 2 . Make sure AbstractArray T 2 BitArray 2 is defined first. 
6093	JuliaLang/julia	73	4136488	659248	StefanKarpinski	26545	153596	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.166666667	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	make convert Integer x Float an error for non-integer-valued x	[feature;;breaking]	As a corollary we can reinstate automatic conversion of fields to constructors after this.
